1.000000 0.000000 0.000000
0.993238 -0.116093 0.000244


1.000000 0.000000 0.000000
0.888889 0.000000 0.458123


1.000000 0.000000 0.000000
0.993238 0.116093 0.000244


0.993238 0.116093 0.000244
0.888889 0.000000 0.458123


0.993238 0.116093 0.000244
0.881284 0.116023 0.458123


0.993238 0.116093 0.000244
0.973045 0.230616 0.000000


0.973045 0.230616 0.000000
0.881284 0.116023 0.458123


0.973045 0.230616 0.000000
0.858601 0.230061 0.458123


0.973045 0.230616 0.000000
0.939693 0.342020 0.000000


0.939693 0.342020 0.000000
0.858601 0.230061 0.458123


0.939693 0.342020 0.000000
0.821226 0.340163 0.458123


0.939693 0.342020 0.000000
0.893633 0.448799 0.000000


0.893633 0.448799 0.000000
0.821226 0.340163 0.458123


0.893633 0.448799 0.000000
0.769800 0.444444 0.458123


0.893633 0.448799 0.000000
0.835488 0.549509 0.000244


0.835488 0.549509 0.000244
0.769800 0.444444 0.458123


0.835488 0.549509 0.000244
0.705203 0.541121 0.458123


0.835488 0.549509 0.000244
0.766044 0.642788 0.000000


0.766044 0.642788 0.000000
0.705203 0.541121 0.458123


0.766044 0.642788 0.000000
0.628539 0.628539 0.458123


0.766044 0.642788 0.000000
0.686242 0.727374 0.000000


0.686242 0.727374 0.000000
0.628539 0.628539 0.458123


0.686242 0.727374 0.000000
0.541121 0.705203 0.458123


0.686242 0.727374 0.000000
0.597159 0.802123 0.000000


0.597159 0.802123 0.000000
0.541121 0.705203 0.458123


0.597159 0.802123 0.000000
0.444444 0.769800 0.458123


0.597159 0.802123 0.000000
0.500000 0.866025 0.000000


0.500000 0.866025 0.000000
0.444444 0.769800 0.458123


0.500000 0.866025 0.000000
0.396080 0.918216 0.000000


0.396080 0.918216 0.000000
0.444444 0.769800 0.458123


0.396080 0.918216 0.000000
0.340163 0.821226 0.458123


0.396080 0.918216 0.000000
0.286803 0.957990 0.000000


0.286803 0.957990 0.000000
0.340163 0.821226 0.458123


0.286803 0.957990 0.000000
0.230061 0.858601 0.458123


0.286803 0.957990 0.000000
0.173648 0.984808 0.000244


0.173648 0.984808 0.000244
0.230061 0.858601 0.458123


0.173648 0.984808 0.000244
0.116023 0.881284 0.458123


0.173648 0.984808 0.000244
0.058145 0.998308 0.000000


0.058145 0.998308 0.000000
0.116023 0.881284 0.458123


0.058145 0.998308 0.000000
0.000000 0.888889 0.458123


0.058145 0.998308 0.000000
-0.058145 0.998308 0.000000


-0.058145 0.998308 0.000000
0.000000 0.888889 0.458123


-0.058145 0.998308 0.000000
-0.116023 0.881284 0.458123


-0.058145 0.998308 0.000000
-0.173648 0.984808 0.000244


-0.173648 0.984808 0.000244
-0.116023 0.881284 0.458123


-0.173648 0.984808 0.000244
-0.230061 0.858601 0.458123


-0.173648 0.984808 0.000244
-0.286803 0.957990 0.000000


-0.286803 0.957990 0.000000
-0.230061 0.858601 0.458123


-0.286803 0.957990 0.000000
-0.340163 0.821226 0.458123


-0.286803 0.957990 0.000000
-0.396080 0.918216 0.000000


-0.396080 0.918216 0.000000
-0.340163 0.821226 0.458123


-0.396080 0.918216 0.000000
-0.444444 0.769800 0.458123


-0.396080 0.918216 0.000000
-0.500000 0.866025 0.000000


-0.500000 0.866025 0.000000
-0.444444 0.769800 0.458123


-0.500000 0.866025 0.000000
-0.597159 0.802123 0.000000


-0.597159 0.802123 0.000000
-0.444444 0.769800 0.458123


-0.597159 0.802123 0.000000
-0.541121 0.705203 0.458123


-0.597159 0.802123 0.000000
-0.686242 0.727374 0.000000


-0.686242 0.727374 0.000000
-0.541121 0.705203 0.458123


-0.686242 0.727374 0.000000
-0.628539 0.628539 0.458123


-0.686242 0.727374 0.000000
-0.766044 0.642788 0.000000


-0.766044 0.642788 0.000000
-0.628539 0.628539 0.458123


-0.766044 0.642788 0.000000
-0.705203 0.541121 0.458123


-0.766044 0.642788 0.000000
-0.835488 0.549509 0.000244


-0.835488 0.549509 0.000244
-0.705203 0.541121 0.458123


-0.835488 0.549509 0.000244
-0.769800 0.444444 0.458123


-0.835488 0.549509 0.000244
-0.893633 0.448799 0.000000


-0.893633 0.448799 0.000000
-0.769800 0.444444 0.458123


-0.893633 0.448799 0.000000
-0.821226 0.340163 0.458123


-0.893633 0.448799 0.000000
-0.939693 0.342020 0.000000


-0.939693 0.342020 0.000000
-0.821226 0.340163 0.458123


-0.939693 0.342020 0.000000
-0.858601 0.230061 0.458123


-0.939693 0.342020 0.000000
-0.973045 0.230616 0.000000


-0.973045 0.230616 0.000000
-0.858601 0.230061 0.458123


-0.973045 0.230616 0.000000
-0.881284 0.116023 0.458123


-0.973045 0.230616 0.000000
-0.993238 0.116093 0.000244


-0.993238 0.116093 0.000244
-0.881284 0.116023 0.458123


-0.993238 0.116093 0.000244
-0.888889 0.000000 0.458123


-0.993238 0.116093 0.000244
-1.000000 0.000000 0.000000


-1.000000 0.000000 0.000000
-0.888889 0.000000 0.458123


-1.000000 0.000000 0.000000
-0.993238 -0.116093 0.000244


-0.993238 -0.116093 0.000244
-0.888889 0.000000 0.458123


-0.993238 -0.116093 0.000244
-0.881284 -0.116023 0.458123


-0.993238 -0.116093 0.000244
-0.973045 -0.230616 0.000000


-0.973045 -0.230616 0.000000
-0.881284 -0.116023 0.458123


-0.973045 -0.230616 0.000000
-0.858601 -0.230061 0.458123


-0.973045 -0.230616 0.000000
-0.939693 -0.342020 0.000000


-0.939693 -0.342020 0.000000
-0.858601 -0.230061 0.458123


-0.939693 -0.342020 0.000000
-0.821226 -0.340163 0.458123


-0.939693 -0.342020 0.000000
-0.893633 -0.448799 0.000000


-0.893633 -0.448799 0.000000
-0.821226 -0.340163 0.458123


-0.893633 -0.448799 0.000000
-0.769800 -0.444444 0.458123


-0.893633 -0.448799 0.000000
-0.835488 -0.549509 0.000244


-0.835488 -0.549509 0.000244
-0.769800 -0.444444 0.458123


-0.835488 -0.549509 0.000244
-0.705203 -0.541121 0.458123


-0.835488 -0.549509 0.000244
-0.766044 -0.642788 0.000000


-0.766044 -0.642788 0.000000
-0.705203 -0.541121 0.458123


-0.766044 -0.642788 0.000000
-0.628539 -0.628539 0.458123


-0.766044 -0.642788 0.000000
-0.686242 -0.727374 0.000000


-0.686242 -0.727374 0.000000
-0.628539 -0.628539 0.458123


-0.686242 -0.727374 0.000000
-0.541121 -0.705203 0.458123


-0.686242 -0.727374 0.000000
-0.597159 -0.802123 0.000000


-0.597159 -0.802123 0.000000
-0.541121 -0.705203 0.458123


-0.597159 -0.802123 0.000000
-0.444444 -0.769800 0.458123


-0.597159 -0.802123 0.000000
-0.500000 -0.866025 0.000000


-0.500000 -0.866025 0.000000
-0.444444 -0.769800 0.458123


-0.500000 -0.866025 0.000000
-0.396080 -0.918216 0.000000


-0.396080 -0.918216 0.000000
-0.444444 -0.769800 0.458123


-0.396080 -0.918216 0.000000
-0.340163 -0.821226 0.458123


-0.396080 -0.918216 0.000000
-0.286803 -0.957990 0.000000


-0.286803 -0.957990 0.000000
-0.340163 -0.821226 0.458123


-0.286803 -0.957990 0.000000
-0.230061 -0.858601 0.458123


-0.286803 -0.957990 0.000000
-0.173648 -0.984808 0.000244


-0.173648 -0.984808 0.000244
-0.230061 -0.858601 0.458123


-0.173648 -0.984808 0.000244
-0.116023 -0.881284 0.458123


-0.173648 -0.984808 0.000244
-0.058145 -0.998308 0.000000


-0.058145 -0.998308 0.000000
-0.116023 -0.881284 0.458123


-0.058145 -0.998308 0.000000
-0.000000 -0.888889 0.458123


-0.058145 -0.998308 0.000000
0.058145 -0.998308 0.000000


0.058145 -0.998308 0.000000
-0.000000 -0.888889 0.458123


0.058145 -0.998308 0.000000
0.116023 -0.881284 0.458123


0.058145 -0.998308 0.000000
0.173648 -0.984808 0.000244


0.173648 -0.984808 0.000244
0.116023 -0.881284 0.458123


0.173648 -0.984808 0.000244
0.230061 -0.858601 0.458123


0.173648 -0.984808 0.000244
0.286803 -0.957990 0.000000


0.286803 -0.957990 0.000000
0.230061 -0.858601 0.458123


0.286803 -0.957990 0.000000
0.340163 -0.821226 0.458123


0.286803 -0.957990 0.000000
0.396080 -0.918216 0.000000


0.396080 -0.918216 0.000000
0.340163 -0.821226 0.458123


0.396080 -0.918216 0.000000
0.444444 -0.769800 0.458123


0.396080 -0.918216 0.000000
