0, 0.250298, -0.000000, -0.000016, 0.021713, 0.506107, 3
1, 0.250070, 0.013792, -0.000024, 0.021705, 0.506108, 4
2, 0.248933, 0.027548, -0.000024, 0.021711, 0.506108, 4
3, 0.247038, 0.041220, -0.000024, 0.021729, 0.506106, 4
4, 0.244393, 0.054767, -0.000024, 0.021756, 0.506104, 4
5, 0.241006, 0.068148, -0.000025, 0.021793, 0.506101, 4
6, 0.236887, 0.081322, -0.000025, 0.021839, 0.506096, 4
7, 0.232049, 0.094249, -0.000025, 0.021895, 0.506091, 4
8, 0.226506, 0.106890, -0.000025, 0.021959, 0.506084, 4
9, 0.220275, 0.119206, -0.000026, 0.022031, 0.506076, 4
10, 0.213375, 0.131161, -0.000026, 0.022112, 0.506068, 4
11, 0.205827, 0.142718, -0.000026, 0.022202, 0.506058, 4
12, 0.197654, 0.153842, -0.000027, 0.022300, 0.506047, 4
13, 0.188881, 0.164498, -0.000027, 0.022405, 0.506035, 4
14, 0.179533, 0.174656, -0.000027, 0.022519, 0.506022, 4
15, 0.169641, 0.184283, -0.000027, 0.022640, 0.506009, 4
16, 0.159233, 0.193350, -0.000028, 0.022769, 0.505994, 4
17, 0.148341, 0.201831, -0.000028, 0.022906, 0.505978, 4
18, 0.136996, 0.209698, -0.000028, 0.023053, 0.505962, 4
19, 0.125161, 0.216785, -0.000020, 0.023210, 0.505944, 3
20, 0.113108, 0.223495, -0.000029, 0.023346, 0.505926, 4
21, 0.100625, 0.229392, -0.000029, 0.023492, 0.505907, 4
22, 0.087836, 0.234589, -0.000030, 0.023645, 0.505887, 4
23, 0.074779, 0.239073, -0.000030, 0.023804, 0.505866, 4
24, 0.061496, 0.242832, -0.000031, 0.023967, 0.505845, 4
25, 0.048025, 0.245853, -0.000031, 0.024135, 0.505823, 4
26, 0.034409, 0.248127, -0.000031, 0.024305, 0.505800, 4
27, 0.020687, 0.249647, -0.000032, 0.024478, 0.505777, 4
28, 0.006903, 0.250409, -0.000032, 0.024652, 0.505754, 4
29, -0.006903, 0.250411, -0.000032, 0.024828, 0.505730, 4
30, -0.020687, 0.249652, -0.000032, 0.025005, 0.505705, 4
31, -0.034409, 0.248134, -0.000033, 0.025183, 0.505681, 4
32, -0.048027, 0.245863, -0.000033, 0.025360, 0.505656, 4
33, -0.061499, 0.242844, -0.000033, 0.025536, 0.505631, 4
34, -0.074784, 0.239088, -0.000033, 0.025711, 0.505606, 4
35, -0.087842, 0.234606, -0.000033, 0.025885, 0.505581, 4
36, -0.100633, 0.229411, -0.000032, 0.026057, 0.505557, 4
37, -0.113119, 0.223516, -0.000033, 0.026230, 0.505532, 4
38, -0.125169, 0.216800, -0.000023, 0.026404, 0.505508, 3
39, -0.137011, 0.209722, -0.000033, 0.026542, 0.505484, 4
40, -0.148359, 0.201856, -0.000032, 0.026681, 0.505461, 4
41, -0.159254, 0.193376, -0.000032, 0.026817, 0.505439, 4
42, -0.169664, 0.184309, -0.000033, 0.026949, 0.505417, 4
43, -0.179560, 0.174682, -0.000033, 0.027075, 0.505396, 4
44, -0.188910, 0.164524, -0.000032, 0.027195, 0.505375, 4
45, -0.197686, 0.153867, -0.000032, 0.027308, 0.505356, 4
46, -0.205862, 0.142742, -0.000032, 0.027413, 0.505338, 4
47, -0.213412, 0.131184, -0.000032, 0.027511, 0.505321, 4
48, -0.220315, 0.119228, -0.000032, 0.027601, 0.505305, 4
49, -0.226548, 0.106909, -0.000032, 0.027682, 0.505291, 4
50, -0.232093, 0.094266, -0.000032, 0.027755, 0.505278, 4
51, -0.236933, 0.081337, -0.000032, 0.027819, 0.505266, 4
52, -0.241053, 0.068161, -0.000032, 0.027874, 0.505256, 4
53, -0.244442, 0.054778, -0.000031, 0.027920, 0.505248, 4
54, -0.247088, 0.041228, -0.000031, 0.027957, 0.505241, 4
55, -0.248983, 0.027553, -0.000031, 0.027986, 0.505236, 4
56, -0.250120, 0.013794, -0.000031, 0.028008, 0.505232, 4
57, -0.250331, -0.000000, -0.000021, 0.028028, 0.505231, 3
58, -0.250118, -0.013794, -0.000031, 0.028002, 0.505231, 4
59, -0.248980, -0.027553, -0.000030, 0.027974, 0.505233, 4
60, -0.247083, -0.041227, -0.000030, 0.027938, 0.505237, 4
61, -0.244435, -0.054776, -0.000030, 0.027895, 0.505242, 4
62, -0.241045, -0.068159, -0.000030, 0.027842, 0.505249, 4
63, -0.236923, -0.081334, -0.000030, 0.027781, 0.505258, 4
64, -0.232082, -0.094262, -0.000030, 0.027710, 0.505268, 4
65, -0.226536, -0.106904, -0.000030, 0.027632, 0.505280, 4
66, -0.220302, -0.119221, -0.000030, 0.027544, 0.505294, 4
67, -0.213399, -0.131176, -0.000030, 0.027449, 0.505308, 4
68, -0.205848, -0.142733, -0.000030, 0.027345, 0.505325, 4
69, -0.197672, -0.153856, -0.000030, 0.027234, 0.505342, 4
70, -0.188895, -0.164511, -0.000030, 0.027117, 0.505360, 4
71, -0.179545, -0.174667, -0.000029, 0.026992, 0.505380, 4
72, -0.169650, -0.184293, -0.000029, 0.026862, 0.505400, 4
73, -0.159239, -0.193358, -0.000029, 0.026726, 0.505421, 4
74, -0.148345, -0.201837, -0.000029, 0.026587, 0.505443, 4
75, -0.136998, -0.209701, -0.000029, 0.026445, 0.505465, 4
76, -0.125161, -0.216785, -0.000020, 0.026305, 0.505488, 3
77, -0.113107, -0.223493, -0.000029, 0.026129, 0.505511, 4
78, -0.100622, -0.229386, -0.000029, 0.025957, 0.505535, 4
