0,0.250000,0.000000,0.000000
1,0.249620,0.013772,0.000000
2,0.248483,0.027502,0.000000
3,0.246590,0.041149,0.000000
4,0.243949,0.054670,0.000000
5,0.240567,0.068026,0.000000
6,0.236454,0.081175,0.000000
7,0.231624,0.094077,0.000000
8,0.226089,0.106694,0.000000
9,0.219868,0.118987,0.000000
10,0.212980,0.130918,0.000000
11,0.205444,0.142452,0.000000
12,0.197285,0.153553,0.000000
13,0.188527,0.164188,0.000000
14,0.179196,0.174324,0.000000
15,0.169320,0.183931,0.000000
16,0.158931,0.192979,0.000000
17,0.148059,0.201441,0.000000
18,0.136737,0.209292,0.000000
19,0.125000,0.216506,0.000000
20,0.112883,0.223064,0.000000
21,0.100424,0.228943,0.000000
22,0.087659,0.234128,0.000000
23,0.074629,0.238601,0.000000
24,0.061371,0.242350,0.000000
25,0.047928,0.245363,0.000000
26,0.034338,0.247631,0.000000
27,0.020645,0.249146,0.000000
28,0.006889,0.249905,0.000000
29,-0.006889,0.249905,0.000000
30,-0.020645,0.249146,0.000000
31,-0.034338,0.247631,0.000000
32,-0.047928,0.245363,0.000000
33,-0.061371,0.242350,0.000000
34,-0.074629,0.238601,0.000000
35,-0.087659,0.234128,0.000000
36,-0.100424,0.228943,0.000000
37,-0.112883,0.223064,0.000000
38,-0.125000,0.216506,0.000000
39,-0.136737,0.209292,0.000000
40,-0.148059,0.201441,0.000000
41,-0.158931,0.192979,0.000000
42,-0.169320,0.183931,0.000000
43,-0.179196,0.174324,0.000000
44,-0.188527,0.164188,0.000000
45,-0.197285,0.153553,0.000000
46,-0.205444,0.142452,0.000000
47,-0.212980,0.130918,0.000000
48,-0.219868,0.118987,0.000000
49,-0.226089,0.106694,0.000000
50,-0.231624,0.094077,0.000000
51,-0.236454,0.081175,0.000000
52,-0.240567,0.068026,0.000000
53,-0.243949,0.054670,0.000000
54,-0.246590,0.041149,0.000000
55,-0.248483,0.027502,0.000000
56,-0.249620,0.013772,0.000000
57,-0.250000,0.000000,0.000000
58,-0.249620,-0.013772,0.000000
59,-0.248483,-0.027502,0.000000
60,-0.246590,-0.041149,0.000000
61,-0.243949,-0.054670,0.000000
62,-0.240567,-0.068026,0.000000
63,-0.236454,-0.081175,0.000000
64,-0.231624,-0.094077,0.000000
65,-0.226089,-0.106694,0.000000
66,-0.219868,-0.118987,0.000000
67,-0.212980,-0.130918,0.000000
68,-0.205444,-0.142452,0.000000
69,-0.197285,-0.153553,0.000000
70,-0.188527,-0.164188,0.000000
71,-0.179196,-0.174324,0.000000
72,-0.169320,-0.183931,0.000000
73,-0.158931,-0.192979,0.000000
74,-0.148059,-0.201441,0.000000
75,-0.136737,-0.209292,0.000000
76,-0.125000,-0.216506,0.000000
77,-0.112883,-0.223064,0.000000
78,-0.100424,-0.228943,0.000000
79,-0.087659,-0.234128,0.000000
80,-0.074629,-0.238601,0.000000
81,-0.061371,-0.242350,0.000000
82,-0.047928,-0.245363,0.000000
83,-0.034338,-0.247631,0.000000
84,-0.020645,-0.249146,0.000000
85,-0.006889,-0.249905,0.000000
86,0.006889,-0.249905,0.000000
87,0.020645,-0.249146,0.000000
88,0.034338,-0.247631,0.000000
89,0.047928,-0.245363,0.000000
90,0.061371,-0.242350,0.000000
91,0.074629,-0.238601,0.000000
92,0.087659,-0.234128,0.000000
93,0.100424,-0.228943,0.000000
94,0.112883,-0.223064,0.000000
95,0.125000,-0.216506,0.000000
96,0.136737,-0.209292,0.000000
97,0.148059,-0.201441,0.000000
98,0.158931,-0.192979,0.000000
99,0.169320,-0.183931,0.000000
100,0.179196,-0.174324,0.000000
101,0.188527,-0.164188,0.000000
102,0.197285,-0.153553,0.000000
103,0.205444,-0.142452,0.000000
104,0.212980,-0.130918,0.000000
105,0.219868,-0.118987,0.000000
106,0.226089,-0.106694,0.000000
107,0.231624,-0.094077,0.000000
108,0.236454,-0.081175,0.000000
109,0.240567,-0.068026,0.000000
110,0.243949,-0.054670,0.000000
111,0.246590,-0.041149,0.000000
112,0.248483,-0.027502,0.000000
113,0.249620,-0.013772,0.000000
114,0.249146,0.000000,0.020645
115,0.248725,0.014487,0.020645
116,0.247461,0.028924,0.020645
117,0.245361,0.043264,0.020645
118,0.242430,0.057457,0.020645
119,0.238679,0.071456,0.020645
120,0.234121,0.085213,0.020645
121,0.228770,0.098682,0.020645
122,0.222645,0.111817,0.020645
123,0.215767,0.124573,0.020645
124,0.208159,0.136908,0.020645
125,0.199846,0.148780,0.020645
126,0.190857,0.160148,0.020645
127,0.181222,0.170974,0.020645
128,0.170974,0.181222,0.020645
129,0.160148,0.190857,0.020645
130,0.148780,0.199846,0.020645
131,0.136908,0.208159,0.020645
132,0.124573,0.215767,0.020645
133,0.111817,0.222645,0.020645
134,0.098682,0.228770,0.020645
135,0.085213,0.234121,0.020645
136,0.071456,0.238679,0.020645
137,0.057457,0.242430,0.020645
138,0.043264,0.245361,0.020645
139,0.028924,0.247461,0.020645
140,0.014487,0.248725,0.020645
141,0.000000,0.249146,0.020645
142,-0.014487,0.248725,0.020645
143,-0.028924,0.247461,0.020645
144,-0.043264,0.245361,0.020645
145,-0.057457,0.242430,0.020645
146,-0.071456,0.238679,0.020645
147,-0.085213,0.234121,0.020645
148,-0.098682,0.228770,0.020645
149,-0.111817,0.222645,0.020645
150,-0.124573,0.215767,0.020645
151,-0.136908,0.208159,0.020645
152,-0.148780,0.199846,0.020645
153,-0.160148,0.190857,0.020645
154,-0.170974,0.181222,0.020645
155,-0.181222,0.170974,0.020645
