0, 0.250000, 0.000000, 0.000000, 1.142857, 0.729167, 3
1, 0.249620, 0.013772, 0.000000, 1.142857, 0.729167, 4
2, 0.248483, 0.027502, 0.000000, 1.142857, 0.729167, 4
3, 0.246590, 0.041149, 0.000000, 1.142857, 0.729167, 4
4, 0.243949, 0.054670, 0.000000, 1.142857, 0.729167, 4
5, 0.240567, 0.068026, 0.000000, 1.142857, 0.729167, 4
6, 0.236454, 0.081175, 0.000000, 1.142857, 0.729167, 4
7, 0.231624, 0.094077, 0.000000, 1.142857, 0.729167, 4
8, 0.226089, 0.106694, 0.000000, 1.142857, 0.729167, 4
9, 0.219868, 0.118987, 0.000000, 1.142857, 0.729167, 4
10, 0.212980, 0.130918, 0.000000, 1.142857, 0.729167, 4
11, 0.205444, 0.142452, 0.000000, 1.142857, 0.729167, 4
12, 0.197285, 0.153553, 0.000000, 1.142857, 0.729167, 4
13, 0.188527, 0.164188, 0.000000, 1.142857, 0.729167, 4
14, 0.179196, 0.174324, 0.000000, 1.142857, 0.729167, 4
15, 0.169320, 0.183931, 0.000000, 1.142857, 0.729167, 4
16, 0.158931, 0.192979, 0.000000, 1.142857, 0.729167, 4
17, 0.148059, 0.201441, 0.000000, 1.142857, 0.729167, 4
18, 0.136737, 0.209292, 0.000000, 1.142857, 0.729167, 4
19, 0.125000, 0.216506, 0.000000, 1.142857, 0.729167, 3
20, 0.112883, 0.223064, 0.000000, 1.142857, 0.729167, 4
21, 0.100424, 0.228943, 0.000000, 1.142857, 0.729167, 4
22, 0.087659, 0.234128, 0.000000, 1.142857, 0.729167, 4
23, 0.074629, 0.238601, 0.000000, 1.142857, 0.729167, 4
24, 0.061371, 0.242350, 0.000000, 1.142857, 0.729167, 4
25, 0.047928, 0.245363, 0.000000, 1.142857, 0.729167, 4
26, 0.034338, 0.247631, 0.000000, 1.142857, 0.729167, 4
27, 0.020645, 0.249146, 0.000000, 1.142857, 0.729167, 4
28, 0.006889, 0.249905, 0.000000, 1.142857, 0.729167, 4
29, -0.006889, 0.249905, 0.000000, 1.142857, 0.729167, 4
30, -0.020645, 0.249146, 0.000000, 1.142857, 0.729167, 4
31, -0.034338, 0.247631, 0.000000, 1.142857, 0.729167, 4
32, -0.047928, 0.245363, 0.000000, 1.142857, 0.729167, 4
33, -0.061371, 0.242350, 0.000000, 1.142857, 0.729167, 4
34, -0.074629, 0.238601, 0.000000, 1.142857, 0.729167, 4
35, -0.087659, 0.234128, 0.000000, 1.142857, 0.729167, 4
36, -0.100424, 0.228943, 0.000000, 1.142857, 0.729167, 4
37, -0.112883, 0.223064, 0.000000, 1.142857, 0.729167, 4
38, -0.125000, 0.216506, 0.000000, 1.142857, 0.729167, 3
39, -0.136737, 0.209292, 0.000000, 1.142857, 0.729167, 4
40, -0.148059, 0.201441, 0.000000, 1.142857, 0.729167, 4
41, -0.158931, 0.192979, 0.000000, 1.142857, 0.729167, 4
42, -0.169320, 0.183931, 0.000000, 1.142857, 0.729167, 4
43, -0.179196, 0.174324, 0.000000, 1.142857, 0.729167, 4
44, -0.188527, 0.164188, 0.000000, 1.142857, 0.729167, 4
45, -0.197285, 0.153553, 0.000000, 1.142857, 0.729167, 4
46, -0.205444, 0.142452, 0.000000, 1.142857, 0.729167, 4
47, -0.212980, 0.130918, 0.000000, 1.142857, 0.729167, 4
48, -0.219868, 0.118987, 0.000000, 1.142857, 0.729167, 4
49, -0.226089, 0.106694, 0.000000, 1.142857, 0.729167, 4
50, -0.231624, 0.094077, 0.000000, 1.142857, 0.729167, 4
51, -0.236454, 0.081175, 0.000000, 1.142857, 0.729167, 4
52, -0.240567, 0.068026, 0.000000, 1.142857, 0.729167, 4
53, -0.243949, 0.054670, 0.000000, 1.142857, 0.729167, 4
54, -0.246590, 0.041149, 0.000000, 1.142857, 0.729167, 4
55, -0.248483, 0.027502, 0.000000, 1.142857, 0.729167, 4
56, -0.249620, 0.013772, 0.000000, 1.142857, 0.729167, 4
57, -0.250000, 0.000000, 0.000000, 1.142857, 0.729167, 3
58, -0.249620, -0.013772, 0.000000, 1.142857, 0.729167, 4
59, -0.248483, -0.027502, 0.000000, 1.142857, 0.729167, 4
60, -0.246590, -0.041149, 0.000000, 1.142857, 0.729167, 4
61, -0.243949, -0.054670, 0.000000, 1.142857, 0.729167, 4
62, -0.240567, -0.068026, 0.000000, 1.142857, 0.729167, 4
63, -0.236454, -0.081175, 0.000000, 1.142857, 0.729167, 4
64, -0.231624, -0.094077, 0.000000, 1.142857, 0.729167, 4
65, -0.226089, -0.106694, 0.000000, 1.142857, 0.729167, 4
66, -0.219868, -0.118987, 0.000000, 1.142857, 0.729167, 4
67, -0.212980, -0.130918, 0.000000, 1.142857, 0.729167, 4
68, -0.205444, -0.142452, 0.000000, 1.142857, 0.729167, 4
69, -0.197285, -0.153553, 0.000000, 1.142857, 0.729167, 4
70, -0.188527, -0.164188, 0.000000, 1.142857, 0.729167, 4
71, -0.179196, -0.174324, 0.000000, 1.142857, 0.729167, 4
72, -0.169320, -0.183931, 0.000000, 1.142857, 0.729167, 4
73, -0.158931, -0.192979, 0.000000, 1.142857, 0.729167, 4
74, -0.148059, -0.201441, 0.000000, 1.142857, 0.729167, 4
