78050,0,0
78050,1,1
78050,2,2
78050,3,3
78050,4,4
78050,5,5
78050,6,6
78050,7,7
78050,8,8
78050,9,9
78050,10,10
78050,11,11
78050,12,12
78050,13,13
78050,14,14
78050,15,15
78050,16,16
78050,17,17
78050,18,18
78050,19,19
78050,20,20
78050,21,21
78050,22,22
78050,23,23
78050,24,24
78050,25,25
78050,26,26
78050,27,27
78050,28,28
78050,29,29
78050,30,30
78050,31,31
78050,32,32
78050,33,33
78050,34,34
78050,35,35
78050,36,36
78050,37,37
78050,38,38
78050,39,39
78050,40,40
78050,41,41
78050,42,42
78050,43,43
78050,44,44
78050,45,45
78050,46,46
78050,47,47
78050,48,48
78050,49,49
78050,50,50
78050,51,51
78050,52,52
78050,53,53
78050,54,54
78050,55,55
78050,56,56
78050,57,57
78050,58,58
78050,59,59
78050,60,60
78050,61,61
78050,62,62
78050,63,63
78050,64,64
78050,65,65
78050,66,66
78050,67,67
78050,68,68
78050,69,69
78050,70,70
78050,71,71
78050,72,72
78050,73,73
78050,74,74
78050,75,75
78050,76,76
78050,77,77
78050,78,78
78050,79,79
78050,80,80
78050,81,81
78050,82,82
78050,83,83
78050,84,84
78050,85,85
78050,86,86
78050,87,87
78050,88,88
78050,89,89
78050,90,90
78050,91,91
78050,92,92
78050,93,93
78050,94,94
78050,95,95
78050,96,96
78050,97,97
78050,98,98
78050,99,99
78050,100,100
78050,101,101
78050,102,102
78050,103,103
78050,104,104
78050,105,105
78050,106,106
78050,107,107
78050,108,108
78050,109,109
78050,110,110
78050,111,111
78050,112,112
78050,113,113
78050,114,114
78050,115,115
78050,116,116
78050,117,117
78050,118,118
78050,119,119
78050,120,120
78050,121,121
78050,122,122
78050,123,123
78050,124,124
78050,125,125
78050,126,126
78050,127,127
78050,128,128
78050,129,129
78050,130,130
78050,131,131
78050,132,132
78050,133,133
78050,134,134
78050,135,135
78050,136,136
78050,137,137
78050,138,138
78050,139,139
78050,140,140
78050,141,141
78050,142,142
78050,143,143
78050,144,144
78050,145,145
78050,146,146
78050,147,147
78050,148,148
78050,149,149
78050,150,150
78050,151,151
78050,152,152
78050,153,153
78050,154,154
78050,155,155
78050,156,156
78050,157,157
78050,158,158
78050,159,159
78050,160,160
78050,161,161
78050,162,162
78050,163,163
78050,164,164
78050,165,165
78050,166,166
78050,167,167
78050,168,168
78050,169,169
78050,170,170
78050,171,171
78050,172,172
78050,173,173
78050,174,174
78050,175,175
78050,176,176
78050,177,177
78050,178,178
78050,179,179
78050,180,180
78050,181,181
78050,182,182
78050,183,183
78050,184,184
78050,185,185
78050,186,186
78050,187,187
78050,188,188
78050,189,189
78050,190,190
78050,191,191
78050,192,192
78050,193,193
78050,194,194
78050,195,195
78050,196,196
78050,197,197
78050,198,198
78050,199,199
78050,200,200
78050,201,201
78050,202,202
78050,203,203
78050,204,204
78050,205,205
78050,206,206
78050,207,207
78050,208,208
78050,209,209
78050,210,210
78050,211,211
78050,212,212
78050,213,213
78050,214,214
78050,215,215
78050,216,216
78050,217,217
78050,218,218
78050,219,219
78050,220,220
78050,221,221
78050,222,222
78050,223,223
78050,224,224
78050,225,225
78050,226,226
78050,227,227
78050,228,228
78050,229,229
78050,230,230
78050,231,231
78050,232,232
78050,233,233
78050,234,234
78050,235,235
78050,236,236
78050,237,237
78050,238,238
78050,239,239
78050,240,240
78050,241,241
78050,242,242
78050,243,243
78050,244,244
78050,245,245
78050,246,246
78050,247,247
78050,248,248
78050,249,249
78050,250,250
78050,251,251
78050,252,252
78050,253,253
78050,254,254
78050,255,255
78050,256,256
78050,257,257
78050,258,258
78050,259,259
78050,260,260
78050,261,261
78050,262,262
78050,263,263
78050,264,264
78050,265,265
78050,266,266
78050,267,267
78050,268,268
78050,269,269
78050,270,270
